W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-09-14,0,0,0.0,1.0,0,0,0,0,1,0.0
2018-09-19,0,1,10.8,4.0,6,6,0,1,2,1.4
2018-09-25,0,0,5.73,6.0,6,1,0,1,5,1.27
2018-09-30,0,1,6.06,5.1,5,4,1,2,7,1.29
2019-03-30,0,1,5.4,5.0,4,3,1,2,5,1.2
2019-04-04,0,0,4.09,6.0,6,2,0,2,10,1.27
2019-04-11,0,1,4.8,4.0,8,3,1,1,4,1.53
2019-04-17,0,0,3.43,6.0,2,0,0,2,5,1.29
2019-04-23,1,0,2.77,5.0,3,0,0,4,2,1.31
2019-04-30,1,0,2.53,6.0,3,1,0,2,5,1.22
2019-05-05,0,0,2.31,7.0,6,1,0,1,7,1.18
2019-05-11,0,0,2.42,5.2,4,2,1,4,6,1.21
2019-05-16,0,1,2.4,4.0,5,1,1,2,6,1.25
2019-05-21,0,0,2.68,5.0,7,3,1,2,4,1.3
2019-05-26,0,1,2.97,7.0,7,4,1,1,8,1.29
2019-05-31,1,0,2.84,6.0,5,1,0,1,2,1.26
2019-06-05,0,1,3.01,5.0,5,3,0,3,4,1.28
2019-06-11,0,0,2.78,6.0,4,0,0,2,5,1.26
2019-06-16,0,1,3.27,5.0,10,6,1,2,4,1.33
2019-06-22,0,1,3.29,5.0,6,2,0,2,4,1.35
2019-06-27,0,1,3.31,2.0,1,1,1,1,3,1.34
2019-07-12,0,0,3.59,3.0,4,4,1,3,1,1.37
2019-07-17,0,1,3.65,6.0,6,3,0,1,3,1.36
2019-08-05,0,0,3.72,3.0,2,2,0,3,7,1.37
2019-08-10,0,1,3.68,6.0,3,2,1,1,3,1.33
2019-08-15,0,1,3.75,5.0,6,3,0,2,8,1.34
2019-08-20,0,1,4.05,3.0,6,5,2,3,3,1.38
2019-08-27,0,1,4.18,5.0,7,4,1,2,3,1.4
2019-09-01,0,1,4.45,4.2,8,6,0,3,4,1.44
2019-09-06,0,0,4.68,1.2,4,4,0,3,2,1.47
2019-09-12,0,1,4.77,5.0,7,4,1,1,8,1.48
2019-09-18,0,0,4.66,5.0,6,1,0,0,8,1.47
2019-09-24,0,1,4.59,6.0,6,2,0,2,5,1.46
2019-09-29,0,1,4.61,5.1,3,3,0,1,7,1.44
2020-07-26,0,0,1.8,5.0,3,1,0,4,8,1.4
2020-07-31,1,0,2.45,6.0,3,2,0,1,6,1.0
2020-08-09,1,0,2.0,7.0,5,1,0,2,4,1.0
2020-08-15,0,1,2.78,4.2,6,3,0,4,3,1.24
2020-08-20,0,1,3.65,2.0,2,3,0,4,0,1.38
2020-08-25,1,0,2.97,5.2,3,0,0,3,5,1.32
2020-09-02,0,0,3.89,4.1,3,5,1,5,5,1.38
2020-09-08,1,0,3.32,6.0,3,0,0,3,3,1.33
2020-09-13,0,1,3.94,5.0,8,5,1,1,5,1.38
2020-09-19,0,0,3.83,6.0,5,2,0,0,7,1.32
2020-09-25,0,1,3.97,5.0,6,3,0,2,5,1.34
2021-04-21,1,0,1.8,5.0,2,1,0,2,6,0.8
2021-04-26,0,1,3.27,6.0,5,3,1,0,5,0.82
2021-05-01,0,1,4.5,5.0,5,4,0,3,1,1.06
2021-05-06,0,0,4.74,3.0,7,2,0,0,3,1.26
2021-05-13,1,0,3.91,6.1,6,1,0,1,7,1.22
2021-05-18,1,0,2.88,9.0,0,0,0,2,9,0.96
2021-05-24,0,0,3.12,6.0,7,3,0,1,3,1.02
2021-05-29,1,0,2.93,5.2,3,1,0,3,6,1.02
2021-06-04,0,0,2.88,4.0,2,1,1,0,4,0.98
